chr	start	end	refStart_noChr	refEnd_noChr
chr12	120531480	120536434	2024083127	2024088081
chr12	120580902	120583402	2024132549	2024135049
chr12	120638626	120641126	2024190273	2024192773
chr12	120685149	120687649	2024236796	2024239296
chr12	120708458	120710958	2024260105	2024262605
chr12	120723774	120726274	2024275421	2024277921
chr12	120903858	120906358	2024455505	2024458005
chr12	120976543	120979043	2024528190	2024530690
chr12	121016002	121018502	2024567649	2024570149
chr12	121038746	121041246	2024590393	2024592893
chr12	121130819	121133319	2024682466	2024684966
chr12	121208065	121210565	2024759712	2024762212
chr12	121297808	121300308	2024849455	2024851955
chr12	121398083	121401896	2024949730	2024953543
chr12	121580523	121583023	2025132170	2025134670
chr12	121624509	121627009	2025176156	2025178656
chr12	121672131	121674631	2025223778	2025226278
chr12	121710752	121713252	2025262399	2025264899
chr12	121802009	121805403	2025353656	2025357050
chr12	121863096	121865596	2025414743	2025417243
chr12	121886732	121889309	2025438379	2025440956
chr12	121916592	121919092	2025468239	2025470739
chr12	122017422	122019922	2025569069	2025571569
chr12	122076756	122079256	2025628403	2025630903
chr12	122165738	122168238	2025717385	2025719885
chr12	122173721	122176221	2025725368	2025727868
chr12	122201681	122204181	2025753328	2025755828
chr12	122226956	122229534	2025778603	2025781181
chr12	122265923	122268494	2025817570	2025820141
chr12	122422169	122424669	2025973816	2025976316
chr12	122500432	122502932	2026052079	2026054579
chr12	122525246	122529000	2026076893	2026080647
chr12	122702857	122705357	2026254504	2026257004
chr12	122716311	122718811	2026267958	2026270458
chr12	122730344	122732844	2026281991	2026284491
chr12	122750824	122753324	2026302471	2026304971
chr12	122772526	122775026	2026324173	2026326673
chr12	122832453	122834953	2026384100	2026386600
chr12	122895627	122898127	2026447274	2026449774
chr12	122972580	122975080	2026524227	2026526727
chr12	122978060	122980560	2026529707	2026532207
chr12	122981149	122983649	2026532796	2026535296
chr12	123150590	123153090	2026702237	2026704737
chr12	123231385	123233885	2026783032	2026785532
chr12	123243514	123246014	2026795161	2026797661
chr12	123271834	123274334	2026823481	2026825981
chr12	123364347	123366847	2026915994	2026918494
chr12	123382132	123384632	2026933779	2026936279
chr12	123436184	123438684	2026987831	2026990331
chr12	123456088	123458588	2027007735	2027010235
chr12	123533219	123535719	2027084866	2027087366
chr12	123582533	123585033	2027134180	2027136680
chr12	123600077	123602577	2027151724	2027154224
chr12	123631739	123635766	2027183386	2027187413
chr12	123669110	123671610	2027220757	2027223257
chr12	123710353	123712853	2027262000	2027264500
chr12	123760188	123762688	2027311835	2027314335
chr12	123969845	123974831	2027521492	2027526478
chr12	124567112	124569612	2028118759	2028121259
chr12	124882168	124884668	2028433815	2028436315
chr12	124916868	124919368	2028468515	2028471015
chr12	124988631	124991131	2028540278	2028542778
chr12	124991645	124994145	2028543292	2028545792
chr12	125063434	125065934	2028615081	2028617581
chr12	125184386	125186886	2028736033	2028738533
chr12	128265170	128267670	2031816817	2031819317
chr12	128823458	128825958	2032375105	2032377605
chr12	128851427	128853927	2032403074	2032405574
chr12	129903525	129906025	2033455172	2033457672
chr12	130160459	130162959	2033712106	2033714606
chr12	130335887	130338387	2033887534	2033890034
chr12	130767728	130770228	2034319375	2034321875
chr12	130838754	130841254	2034390401	2034392901
chr12	130870037	130872537	2034421684	2034424184
chr12	130951907	130954407	2034503554	2034506054
chr12	131709081	131711581	2035260728	2035263228
chr12	131826393	131828893	2035378040	2035380540
chr12	131892622	131895122	2035444269	2035446769
chr12	131927200	131929700	2035478847	2035481347
chr12	131947942	131950442	2035499589	2035502089
chr12	132142457	132146319	2035694104	2035697966
chr12	132329089	132331589	2035880736	2035883236
chr12	132487551	132490051	2036039198	2036041698
chr12	132610082	132612582	2036161729	2036164229
chr12	132616776	132619276	2036168423	2036170923
chr12	132685587	132689376	2036237234	2036241023
chr12	132708819	132711319	2036260466	2036262966
chr12	132761332	132763832	2036312979	2036315479
chr12	132828643	132831143	2036380290	2036382790
chr12	132955804	132958306	2036507451	2036509953
chr12	132984365	132986865	2036536012	2036538512
chr12	133035292	133037792	2036586939	2036589439
chr12	133078474	133080974	2036630121	2036632621
chr12	133128575	133132274	2036680222	2036683921
chr12	133179409	133181909	2036731056	2036733556
chr12	133235377	133237877	2036787024	2036789524
chr13	19181324	19183824	2055870792	2055873292
chr13	19561125	19563625	2056250593	2056253093
chr13	19631659	19634159	2056321127	2056323627
chr13	19782519	19785019	2056471987	2056474487
chr13	19863149	19865649	2056552617	2056555117
chr13	19956677	19959177	2056646145	2056648645
chr13	20160552	20163052	2056850020	2056852520
chr13	20192438	20194938	2056881906	2056884406
chr13	20231865	20234365	2056921333	2056923833
chr13	20525373	20527873	2057214841	2057217341
chr13	20565138	20567638	2057254606	2057257106
chr13	20700127	20702627	2057389595	2057392095
chr13	20773461	20775961	2057462929	2057465429
chr13	20902548	20905048	2057592016	2057594516
chr13	21061086	21063586	2057750554	2057753054
chr13	21138119	21140619	2057827587	2057830087
chr13	21174658	21178552	2057864126	2057868020
chr13	21458870	21461370	2058148338	2058150838
chr13	21603681	21606181	2058293149	2058295649
chr13	21669073	21671573	2058358541	2058361041
chr13	23178979	23181479	2059868447	2059870947
chr13	23433263	23435763	2060122731	2060125231
chr13	23568370	23570870	2060257838	2060260338
chr13	23888900	23891400	2060578368	2060580868
chr13	23897002	23899502	2060586470	2060588970
chr13	23977700	23980305	2060667168	2060669773
chr13	24305166	24307666	2060994634	2060997134
chr13	24512278	24514778	2061201746	2061204246
chr13	24678408	24680908	2061367876	2061370376
chr13	24762169	24764669	2061451637	2061454137
chr13	24922389	24924889	2061611857	2061614357
chr13	25094136	25096636	2061783604	2061786104
chr13	25171788	25174288	2061861256	2061863756
chr13	25287010	25289510	2061976478	2061978978
chr13	25299524	25302024	2061988992	2061991492
chr13	25369974	25372474	2062059442	2062061942
chr13	26051516	26054016	2062740984	2062743484
chr13	26221814	26224314	2062911282	2062913782
chr13	26252104	26254604	2062941572	2062944072
chr13	26555683	26558183	2063245151	2063247651
chr13	26760286	26762786	2063449754	2063452254
chr13	27171311	27173811	2063860779	2063863279
chr13	27249362	27251862	2063938830	2063941330
chr13	27268830	27271330	2063958298	2063960798
chr13	27422619	27425119	2064112087	2064114587
chr13	27450091	27452591	2064139559	2064142059
chr13	27618742	27622529	2064308210	2064311997
chr13	27790483	27792983	2064479951	2064482451
chr13	27918000	27920500	2064607468	2064609968
chr13	27968815	27971315	2064658283	2064660783
chr13	27988193	27990693	2064677661	2064680161
chr13	28100092	28102592	2064789560	2064792060
chr13	28136506	28139006	2064825974	2064828474
chr13	28494645	28497145	2065184113	2065186613
chr13	28657065	28659565	2065346533	2065349033
chr13	28718470	28720970	2065407938	2065410438
chr13	28818339	28820839	2065507807	2065510307
chr13	29595188	29597688	2066284656	2066287156
chr13	29850117	29852617	2066539585	2066542085
chr13	30307051	30309551	2066996519	2066999019
chr13	30420488	30422988	2067109956	2067112456
chr13	30615693	30619597	2067305161	2067309065
chr13	30711478	30713978	2067400946	2067403446
chr13	30904271	30906771	2067593739	2067596239
chr13	30930656	30933156	2067620124	2067622624
chr13	31161888	31164388	2067851356	2067853856
chr13	31197975	31200475	2067887443	2067889943
chr13	31737526	31740026	2068426994	2068429494
chr13	31844713	31847213	2068534181	2068536681
chr13	32313086	32317363	2069002554	2069006831
chr13	32427811	32430311	2069117279	2069119779
chr13	32538385	32540885	2069227853	2069230353
chr13	32584452	32586952	2069273920	2069276420
chr13	33014423	33016923	2069703891	2069706391
chr13	33350130	33352630	2070039598	2070042098
chr13	33816069	33818569	2070505537	2070508037
chr13	34940270	34942770	2071629738	2071632238
chr13	35478264	35480764	2072167732	2072170232
chr13	36130882	36133382	2072820350	2072822850
chr13	36214088	36216588	2072903556	2072906056
chr13	36297340	36299842	2072986808	2072989310
chr13	36369680	36372180	2073059148	2073061648
chr13	36429520	36432020	2073118988	2073121488
chr13	36672020	36674520	2073361488	2073363988
chr13	36817222	36819722	2073506690	2073509190
chr13	36920387	36922887	2073609855	2073612355
chr13	36996816	36999316	2073686284	2073688784
chr13	37000263	37002763	2073689731	2073692231
chr13	37059213	37061713	2073748681	2073751181
chr13	37105164	37107664	2073794632	2073797132
chr13	37598344	37600844	2074287812	2074290312
chr13	37869302	37871802	2074558770	2074561270
chr13	38347849	38350349	2075037317	2075039817
chr13	38685077	38687577	2075374545	2075377045
chr13	38990359	38992859	2075679827	2075682327
chr13	39036306	39040089	2075725774	2075729557
chr13	39603028	39605528	2076292496	2076294996
chr13	39653627	39656127	2076343095	2076345595
chr13	40666141	40668641	2077355609	2077358109
chr13	40770690	40773190	2077460158	2077462658
chr13	40787412	40789912	2077476880	2077479380
chr13	41059509	41063440	2077748977	2077752908
chr13	41132302	41134802	2077821770	2077824270
chr13	41194069	41196569	2077883537	2077886037
chr13	41263077	41265577	2077952545	2077955045
chr13	41309267	41311767	2077998735	2078001235
chr13	41455550	41458050	2078145018	2078147518
chr13	41960620	41963120	2078650088	2078652588
chr13	42038036	42040536	2078727504	2078730004
chr13	42270152	42272652	2078959620	2078962120
chr13	42560736	42563236	2079250204	2079252704
chr13	42779550	42782050	2079469018	2079471518
chr13	42991771	42994271	2079681239	2079683739
chr13	43021203	43023703	2079710671	2079713171
chr13	43786472	43788972	2080475940	2080478440
chr13	43877284	43881740	2080566752	2080571208
chr13	43881800	43884300	2080571268	2080573768
chr13	44160757	44163257	2080850225	2080852725
chr13	44371665	44374165	2081061133	2081063633
chr13	44576647	44579147	2081266115	2081268615
chr13	44987529	44991471	2081676997	2081680939
chr13	45118510	45121010	2081807978	2081810478
chr13	45200545	45203045	2081890013	2081892513
chr13	45340784	45343284	2082030252	2082032752
chr13	45417955	45420455	2082107423	2082109923
chr13	45462898	45465398	2082152366	2082154866
chr13	45615239	45617739	2082304707	2082307207
chr13	45700320	45702820	2082389788	2082392288
chr13	45851253	45853753	2082540721	2082543221
chr13	46052259	46054759	2082741727	2082744227
chr13	46104533	46107033	2082794001	2082796501
chr13	46209928	46213871	2082899396	2082903339
chr13	46437690	46440190	2083127158	2083129658
chr13	46551168	46553668	2083240636	2083243136
chr13	46796920	46799420	2083486388	2083488888
chr13	46896576	46899076	2083586044	2083588544
chr13	48035726	48039968	2084725194	2084729436
chr13	48094631	48097131	2084784099	2084786599
chr13	48230612	48233112	2084920080	2084922580
chr13	48301744	48304244	2084991212	2084993712
chr13	48444204	48446704	2085133672	2085136172
chr13	48532756	48535256	2085222224	2085224724
chr13	48651711	48654211	2085341179	2085343679
chr13	48973912	48976412	2085663380	2085665880
chr13	49218338	49220838	2085907806	2085910306
chr13	49245925	49248425	2085935393	2085937893
chr13	49442274	49446064	2086131742	2086135532
chr13	49493610	49496110	2086183078	2086185578
chr13	49585058	49587558	2086274526	2086277026
chr13	49626507	49629007	2086315975	2086318475
chr13	49690986	49693486	2086380454	2086382954
chr13	49792182	49794682	2086481650	2086484150
chr13	49935990	49938490	2086625458	2086627958
chr13	49993888	49996388	2086683356	2086685856
chr13	50013254	50015754	2086702722	2086705222
chr13	50843439	50845939	2087532907	2087535407
chr13	50907747	50910247	2087597215	2087599715
chr13	51199752	51202252	2087889220	2087891720
chr13	51220334	51222834	2087909802	2087912302
chr13	51333773	51336273	2088023241	2088025741
chr13	51453764	51456264	2088143232	2088145732
chr13	51582455	51584955	2088271923	2088274423
chr13	51803663	51806163	2088493131	2088495631
chr13	51844659	51847177	2088534127	2088536645
chr13	51859969	51862469	2088549437	2088551937
chr13	52010391	52014125	2088699859	2088703593
chr13	52022691	52025191	2088712159	2088714659
chr13	52128592	52131092	2088818060	2088820560
chr13	52159097	52161597	2088848565	2088851065
chr13	52415873	52418373	2089105341	2089107841
chr13	52450134	52452634	2089139602	2089142102
chr13	52453429	52455929	2089142897	2089145397
chr13	52640431	52642931	2089329899	2089332399
chr13	52650709	52653209	2089340177	2089342677
chr13	52739320	52741820	2089428788	2089431288
chr13	52848141	52850641	2089537609	2089540109
chr13	53026813	53029313	2089716281	2089718781
chr13	57138918	57141418	2093828386	2093830886
chr13	57145488	57147988	2093834956	2093837456
chr13	57158632	57161132	2093848100	2093850600
chr13	57165197	57167697	2093854665	2093857165
chr13	57629744	57632244	2094319212	2094321712
chr13	60163428	60165928	2096852896	2096855396
chr13	60394457	60396957	2097083925	2097086425
chr13	61415349	61417849	2098104817	2098107317
chr13	61427349	61429849	2098116817	2098119317
chr13	63744741	63747241	2100434209	2100436709
chr13	63832553	63835053	2100522021	2100524521
chr13	67229945	67232445	2103919413	2103921913
chr13	70107993	70110493	2106797461	2106799961
chr13	71866704	71869204	2108556172	2108558672
chr13	72725749	72729629	2109415217	2109419097
chr13	72780133	72784096	2109469601	2109473564
chr13	73052976	73055476	2109742444	2109744944
chr13	74133904	74136404	2110823372	2110825872
chr13	75481669	75484169	2112171137	2112173637
chr13	75547483	75551439	2112236951	2112240907
chr13	75618434	75620934	2112307902	2112310402
chr13	76885905	76888405	2113575373	2113577873
chr13	76946511	76949011	2113635979	2113638479
chr13	76988660	76992578	2113678128	2113682046
chr13	77026695	77029195	2113716163	2113718663
chr13	77326488	77329094	2114015956	2114018562
chr13	77533674	77536174	2114223142	2114225642
chr13	77695687	77698187	2114385155	2114387655
chr13	77975029	77977529	2114664497	2114666997
chr13	78603052	78605552	2115292520	2115295020
chr13	78658655	78661155	2115348123	2115350623
chr13	79405977	79408477	2116095445	2116097945
chr13	79479155	79481655	2116168623	2116171123
chr13	80340626	80343126	2117030094	2117032594
chr13	83881974	83884474	2120571442	2120573942
chr13	85806183	85808683	2122495651	2122498151
chr13	87669371	87671871	2124358839	2124361339
chr13	91396621	91399121	2128086089	2128088589
chr13	93224807	93227307	2129914275	2129916775
chr13	94479182	94481682	2131168650	2131171150
chr13	94595742	94598242	2131285210	2131287710
chr13	94599857	94602357	2131289325	2131291825
chr13	94712045	94714545	2131401513	2131404013
chr13	95300975	95303475	2131990443	2131992943
chr13	95431604	95434104	2132121072	2132123572
chr13	95644206	95646706	2132333674	2132336174
chr13	95675139	95677639	2132364607	2132367107
chr13	96052982	96055482	2132742450	2132744950
chr13	96088107	96090607	2132777575	2132780075
chr13	96994230	96996730	2133683698	2133686198
chr13	97219434	97221934	2133908902	2133911402
chr13	97432169	97434669	2134121637	2134124137
chr13	97951658	97954158	2134641126	2134643626
chr13	98140562	98143062	2134830030	2134832530
chr13	98176769	98179269	2134866237	2134868737
chr13	98577440	98579940	2135266908	2135269408
chr13	98752172	98754672	2135441640	2135444140
chr13	99086125	99088625	2135775593	2135778093
chr13	99198774	99201274	2135888242	2135890742
chr13	99261244	99263744	2135950712	2135953212
